Observed cones colored
YELLOW | x:0.48093459644167424 y:11.41210549133484
YELLOW | x:1.557629207351721 y:10.023181303629208
YELLOW | x:-6.243149206034851 y:16.924045159990236
YELLOW | x:2.9479225347513833 y:5.978489155148111
YELLOW | x:-2.054176351420593 y:14.321408250505371
YELLOW | x:-3.476759979121399 y:15.453775766069334

BLUE | x:-3.7340668171569824 y:3.124944105321808
BLUE | x:-9.182047697894287 y:6.154138241782429
BLUE | x:-7.333566398811849 y:5.469836512580158
BLUE | x:-5.470727655284119 y:4.399604275400085
YELLOW | x:1.8633270242974944 y:3.0262072393678414
YELLOW | x:-12.891126751561144 y:11.305409664486492
YELLOW | x:-9.05162043272705 y:11.097540261918944
YELLOW | x:-3.2377366731489823 y:8.633605419173483
YELLOW | x:-0.42054923672726946 y:6.066511188521625
YELLOW | x:-10.526540610186768 y:11.42204764939809
YELLOW | x:-1.6172601113642375 y:7.44297257520223
YELLOW | x:-6.171732149088324 y:10.251972090917329
YELLOW | x:-14.752142919095865 y:10.764678552324218
YELLOW | x:0.7782514520891719 y:4.765191013191782
YELLOW | x:-4.767632076136779 y:9.604040483807168
YELLOW | x:-7.650534583124034 y:10.821588351900024

BLUE | x:-4.963712478102329 y:4.696607425386351
BLUE | x:-10.898348852984618 y:7.822852161104125
BLUE | x:-8.732710737692116 y:7.618929840556567
BLUE | x:-7.3231756362102685 y:7.02672161971139
BLUE | x:-6.33410632841373 y:6.1431969403306415
YELLOW | x:1.64229920209198 y:2.209262469981753
YELLOW | x:-14.81768319308014 y:11.94907064693634
YELLOW | x:-12.967905184619141 y:12.403638532335204
YELLOW | x:-7.418209859721374 y:12.34305544155304
YELLOW | x:-2.874079007896296 y:9.640227344209594
YELLOW | x:-1.7872323527073506 y:8.529441139082765
YELLOW | x:-0.7763284623548508 y:7.355160548860473
YELLOW | x:-9.345195703697714 y:12.646522145709701
YELLOW | x:-11.103066997719319 y:12.719391642585041
YELLOW | x:-5.213370510928344 y:11.405855316494545
YELLOW | x:1.136544953790792 y:4.024285663407355
YELLOW | x:0.1851232450529814 y:5.812247886831207
YELLOW | x:-4.031644935221169 y:10.50569163491519

BLUE | x:-1.9860915058776856 y:2.5009050311392973
BLUE | x:-13.839429754720923 y:10.139071061784668
BLUE | x:-14.924233290545654 y:10.632386758500976
BLUE | x:-12.013100742955185 y:9.946755456833019
BLUE | x:-9.695919023281183 y:9.744840060248615
BLUE | x:-7.540812611241319 y:9.307303873606498
BLUE | x:-5.08460403495567 y:8.36684841324732
BLUE | x:-2.6268050137418957 y:5.709918149220919
BLUE | x:-3.433736297480774 y:6.96702559250061
BLUE | x:-2.3038741933373585 y:4.407805005996354
YELLOW | x:2.7934871584251404 y:3.772420417839927
YELLOW | x:-10.968456122271729 y:14.877309992486877
YELLOW | x:-12.935437294833374 y:15.20844609993164
YELLOW | x:-8.99026927649231 y:14.601089790040893
YELLOW | x:-7.544763180606079 y:14.31395728843872
YELLOW | x:0.2985676210973388 y:10.102945551617816
YELLOW | x:1.5806867892617862 y:8.10921225604876
YELLOW | x:-4.251842273267619 y:13.317603344296062
YELLOW | x:-2.500443741671753 y:12.528722789461058
YELLOW | x:-1.1020976871177672 y:11.424915769273683
YELLOW | x:2.510668495304871 y:5.3258136536425775
YELLOW | x:2.0526698996697745 y:6.689113571817321
YELLOW | x:-5.984530732028198 y:13.990474870378417

BLUE | x:-4.966817709796143 y:3.7231287028140256
YELLOW | x:1.7011256494361309 y:3.2364554302659476
YELLOW | x:-12.618773314349365 y:10.746621001621442
YELLOW | x:-7.245945001066808 y:9.66014973351253
YELLOW | x:-5.707520348819606 y:9.324893369848175
YELLOW | x:-15.692345353953552 y:12.363128259355468
YELLOW | x:-3.977118824911626 y:8.61770786898796
YELLOW | x:0.44537249655275346 y:5.248893116488698
YELLOW | x:-2.279384836343312 y:7.7984798481426445
YELLOW | x:-8.691618932279459 y:10.022990194865043
YELLOW | x:-14.52133650480957 y:11.698286512071533
YELLOW | x:-0.9121177077219009 y:6.658513024026794
YELLOW | x:-10.653073737017822 y:10.343258359605713

BLUE | x:-5.018187257640076 y:4.218980893070144
BLUE | x:-10.115349570571562 y:8.03048904197876
BLUE | x:-8.617457720629883 y:6.904809167558593
BLUE | x:-10.773817975977241 y:8.919407786171941
BLUE | x:-6.670514443906656 y:5.613643575153061
BLUE | x:-13.258609148852539 y:12.899859502489013
BLUE | x:-12.127671572558594 y:10.957595660859985
YELLOW | x:1.676257809755691 y:2.80165431482061
YELLOW | x:-3.6309130420213065 y:9.495792840495351
YELLOW | x:-2.512214865516232 y:8.50241085773742
YELLOW | x:-0.12417880494645438 y:6.03410084503357
YELLOW | x:-6.746272537104797 y:11.952246064518535
YELLOW | x:-1.3134043345774333 y:7.504671568249308
YELLOW | x:-7.9865541189834595 y:13.693098738367004
YELLOW | x:1.0257189339473725 y:4.514038665468139
YELLOW | x:-5.196003455058107 y:10.697287324783703
YELLOW | x:-8.940945479266357 y:15.89246733444397
YELLOW | x:-8.66361142495524 y:17.735891575192056

BLUE | x:-2.5623808930243173 y:3.0789424325770565
BLUE | x:-5.024727169863892 y:10.051167438203734
BLUE | x:-4.929772302500916 y:8.871921136552734
BLUE | x:-4.23140788168172 y:7.205458407505664
BLUE | x:-5.156632654858145 y:12.477608079289041
BLUE | x:-3.0408247043614707 y:18.945851241126306
BLUE | x:-4.309599253527832 y:17.141746390720566
BLUE | x:-3.2350952025842457 y:5.132277682001036
BLUE | x:-5.088872254880778 y:14.705642265652262
YELLOW | x:2.343566335248439 y:3.8813297893351737
YELLOW | x:-0.14582326742593976 y:12.684385485027873
YELLOW | x:3.2129323750808716 y:17.652356289968964
YELLOW | x:0.1831633972285403 y:15.069080829528945
YELLOW | x:-0.019031368452446656 y:10.52752250797108
YELLOW | x:1.8503968983963013 y:5.376821841799432
YELLOW | x:0.6646262657858667 y:8.651212187958182
YELLOW | x:1.3515717787949457 y:16.480510573825548
YELLOW | x:5.806848004467773 y:18.734754350358887
YELLOW | x:1.386641454704094 y:6.819972946817321
YELLOW | x:4.676343859526716 y:18.43509456685931

BLUE | x:-1.7193141261662166 y:2.812811173667392
BLUE | x:-1.7467383354827881 y:4.598216613704604
BLUE | x:-1.4306623667404175 y:5.720423295671385
BLUE | x:-0.6464111477062225 y:7.979092052156371
BLUE | x:1.8463190317228317 y:11.982431724244995
BLUE | x:5.666458139682443 y:13.983676643885673
BLUE | x:3.6665464013889313 y:13.157969310457153
BLUE | x:7.767890792382959 y:14.50067057524728
BLUE | x:11.729930189259338 y:14.781048729593202
BLUE | x:0.24000631559142271 y:9.988662894475436
BLUE | x:10.175996568806458 y:14.813658788377685
YELLOW | x:3.3859563777918495 y:4.22129444537028
YELLOW | x:4.0398391058122 y:6.291778698141021
YELLOW | x:5.15805770366215 y:8.342099030605985
YELLOW | x:11.776803321647135 y:9.800447723509182
YELLOW | x:8.968368689557733 y:9.696576695880601
YELLOW | x:10.633098356267633 y:9.888685459469402
YELLOW | x:13.575726750500488 y:9.986351564104003
YELLOW | x:15.084768123435465 y:10.363625759457195
YELLOW | x:16.62426979045817 y:10.909782006914062
YELLOW | x:6.783373462167867 y:9.266176754807077
YELLOW | x:4.507372010805974 y:7.54462686315298

BLUE | x:-1.653057215461785 y:2.7580655975033133
BLUE | x:-0.7473908394500732 y:5.0818165770630745
BLUE | x:0.6257519990280151 y:6.788371756250305
BLUE | x:2.2437166014372147 y:8.180290464036702
BLUE | x:4.0348055886445175 y:9.291229923853207
BLUE | x:10.354729798443604 y:12.633609965021057
BLUE | x:9.330364320351833 y:11.675181489429184
BLUE | x:11.373239663250732 y:15.510371759111328
BLUE | x:6.241893725601323 y:10.360293392911197
BLUE | x:7.674413143602499 y:10.827818690314535
BLUE | x:11.040749219067383 y:13.74897105949585
YELLOW | x:3.502589491017151 y:2.6552818363653055
YELLOW | x:15.5046013861969 y:11.188402011567993
YELLOW | x:6.65818489237235 y:5.120527822350107
YELLOW | x:14.596768684195963 y:9.753130827918294
YELLOW | x:10.95152976811676 y:6.85277314441864
YELLOW | x:8.150222577857463 y:5.812362730676574
YELLOW | x:9.280479450034587 y:6.0988551880664055
YELLOW | x:4.756267932064819 y:4.027036478692931
YELLOW | x:13.509965088970947 y:8.747628259567396

BLUE | x:-1.8973909679311964 y:2.9543746170260055
BLUE | x:-1.0232132583782196 y:4.900469242110493
BLUE | x:0.12190606240926981 y:6.646279766733093
BLUE | x:1.2881773740127564 y:18.86813886421387
BLUE | x:1.682252394476708 y:8.524145264417157
BLUE | x:3.101780322201538 y:16.817297668971126
BLUE | x:4.194755495879255 y:15.325503627746235
BLUE | x:2.7968257752277195 y:9.55229234383539
BLUE | x:3.9230460276280725 y:11.007596837058308
BLUE | x:4.684314158566284 y:13.578509941274566
BLUE | x:4.523643798636882 y:12.297859742814941
YELLOW | x:4.224931942430623 y:3.952961856697642
YELLOW | x:9.289288952954102 y:15.542357900316162
YELLOW | x:8.51355487804362 y:17.607759072954103
YELLOW | x:8.941649106152344 y:10.095049693757934
YELLOW | x:9.764830284987047 y:13.137540997307806
YELLOW | x:7.349173110279383 y:7.287202042189607
YELLOW | x:9.528814302888998 y:11.49047684130534
YELLOW | x:8.19119928976644 y:8.633185884596218

BLUE | x:-2.4271850416983285 y:4.171889985178552
BLUE | x:-12.972318217150878 y:11.581119611436767
BLUE | x:-14.363224169604493 y:11.627931573564453
BLUE | x:-11.334710451953125 y:11.34475922045573
BLUE | x:-6.404618394225493 y:10.195661523515623
BLUE | x:-4.6590751867844356 y:9.611252829293763
BLUE | x:-2.6524601906463623 y:7.372705235654754
BLUE | x:-3.2450943289871135 y:8.47389898779456
BLUE | x:-2.3487216760640464 y:5.998061174725137
BLUE | x:-9.07847278614095 y:10.863108232194824
YELLOW | x:2.4128937920008977 y:3.0720836034165253
YELLOW | x:-8.66171703039856 y:15.858861520463867
YELLOW | x:-10.567875716082764 y:16.0738611962146
YELLOW | x:-6.646203610293579 y:15.509085014039917
YELLOW | x:-4.835789110057068 y:14.911224792177123
YELLOW | x:1.15549167494723 y:11.001401309522413
YELLOW | x:1.931118299074459 y:9.532065763647001
YELLOW | x:2.246007476399685 y:8.072364102094301
YELLOW | x:-0.6335160016939163 y:12.672924244501642
YELLOW | x:-2.4507877796813964 y:13.92096807258789
YELLOW | x:2.597476548957316 y:4.880189810767415
YELLOW | x:2.5030471752161665 y:6.472969367677612

BLUE | x:-3.84151465991389 y:3.659979556575063
BLUE | x:-7.094886768850199 y:5.226545527154845
BLUE | x:-5.312308165423584 y:4.73044808166687
YELLOW | x:1.7338419719327653 y:3.401811046433236
YELLOW | x:-14.899377676837158 y:11.018214872056884
YELLOW | x:-13.101700922839356 y:11.015983560258789
YELLOW | x:-11.495410963885497 y:10.92758214729492
YELLOW | x:-9.548811766497803 y:10.72457896329427
YELLOW | x:-7.4915438065851845 y:10.508156596198322
YELLOW | x:-5.671383629036459 y:9.993448662136636
YELLOW | x:-3.2059982321017677 y:9.100007335631975
YELLOW | x:0.506655289405738 y:6.32522224840983
YELLOW | x:1.352856384721883 y:4.866248857694367

BLUE | x:-5.01829615532608 y:3.742653414184494
BLUE | x:-9.165652307860565 y:6.567538772597554
BLUE | x:-7.264458126153396 y:5.2944217932634645
BLUE | x:-11.873509419950357 y:7.979564105048421
BLUE | x:-13.760955426089478 y:8.785524323160095
YELLOW | x:1.408991573971285 y:3.7501077081507868
YELLOW | x:-11.774084898822021 y:13.242549731904907
YELLOW | x:-13.267228457324219 y:13.887958123857421
YELLOW | x:-9.585382792346191 y:12.248334720308227
YELLOW | x:-6.530374982945633 y:10.757788767988128
YELLOW | x:-4.859841869598473 y:9.743288127489864
YELLOW | x:-3.103222055738501 y:8.664056154102623
YELLOW | x:-1.6604581653997421 y:7.487278297120971
YELLOW | x:0.1885057177469015 y:5.6158805395907585
YELLOW | x:-7.964087101809692 y:11.432370895718181

BLUE | x:-3.2306269039635978 y:4.807791615103326
BLUE | x:-3.973886847687276 y:6.954004839169955
BLUE | x:-5.258646652095032 y:9.688875855248481
BLUE | x:-6.2429466649105985 y:11.408233480513452
BLUE | x:-4.594511460763529 y:8.49492374735149
YELLOW | x:2.5554267780722726 y:3.064098073285132
YELLOW | x:-3.720337721697998 y:16.637614562684938
YELLOW | x:-4.912744376055908 y:18.697178437883302
YELLOW | x:-2.050636073939514 y:13.807214381868288
YELLOW | x:-2.8424422207731457 y:15.211728276055364
YELLOW | x:-0.9189081115307672 y:11.695918577345
YELLOW | x:0.6500577640276697 y:8.659785548754508
YELLOW | x:-0.0601181354121912 y:10.097425162511568
YELLOW | x:1.3783519337649028 y:6.8738139813886505
YELLOW | x:2.134910264618683 y:4.963727655584258

BLUE | x:-2.048114626788088 y:2.9344883488316147
BLUE | x:-3.207700038147481 y:9.57783512530192
BLUE | x:-2.8957651692176034 y:8.013833623560057
BLUE | x:-2.579213741414261 y:6.274176433259887
BLUE | x:-3.8934192389175415 y:13.328487231904907
BLUE | x:-3.617483244663323 y:11.80197580116455
BLUE | x:-5.411975356929016 y:19.03367908256714
BLUE | x:-4.143222901217651 y:14.608631367062173
BLUE | x:-2.2440937191173553 y:4.2870657737797915
BLUE | x:-4.443137936783346 y:16.10270356592997
YELLOW | x:2.7573148723233905 y:2.7418769700218526
YELLOW | x:1.1789501975054424 y:12.461940998409831
YELLOW | x:0.7218478848611196 y:14.821103233669838
YELLOW | x:0.07369739024402003 y:18.42822892921631
YELLOW | x:0.3275774588261922 y:16.589888964667566
YELLOW | x:1.5997803734955924 y:10.156019307605213
YELLOW | x:1.9217746699924152 y:8.502471059138221
YELLOW | x:2.1885704070404053 y:6.947024944002075
YELLOW | x:2.5381207615211485 y:4.558721306497497

BLUE | x:-2.5755174530329565 y:2.785383764764028
BLUE | x:-2.716474756591034 y:5.002594235116881
BLUE | x:-2.783560755841446 y:6.513927354986114
BLUE | x:-5.2740277578358965 y:16.75552486834391
BLUE | x:-2.8537048411515697 y:7.819262708466559
BLUE | x:-2.9636325042797815 y:9.284408692238232
BLUE | x:-3.5347488878663924 y:12.341171770155785
BLUE | x:-3.9895840614959717 y:13.522035196000976
BLUE | x:-3.1705391880464338 y:10.769609165100231
YELLOW | x:2.2764574288923236 y:2.534075488460797
YELLOW | x:-0.7470559656545639 y:18.654688432390138
YELLOW | x:-0.012727568291139607 y:16.76905210273926
YELLOW | x:1.8354081265702724 y:10.999779044165855
YELLOW | x:1.839539124244605 y:9.126390213345134
YELLOW | x:1.3579485565498353 y:13.268492295915529
YELLOW | x:2.0293383747413634 y:7.344401195222778
YELLOW | x:2.182464096619839 y:4.956258159122178

BLUE | x:-1.4978563019763897 y:2.578307802765497
BLUE | x:-7.00773041744283 y:18.267503653540853
BLUE | x:-1.3828730478808402 y:4.0568723018712225
BLUE | x:-3.013001388635084 y:12.85844472946633
BLUE | x:-3.689201049995931 y:14.099969937974853
BLUE | x:-1.3972609370872497 y:5.648005416566772
BLUE | x:-4.420231464497757 y:15.591161444360658
BLUE | x:-5.441710147254181 y:16.96869273441498
BLUE | x:-2.1273404290204367 y:10.269243354176128
BLUE | x:-1.8473699164420747 y:8.823111208746214
BLUE | x:-1.5513257414028168 y:6.984436943704528
YELLOW | x:3.5182629793956757 y:3.018731191331787
YELLOW | x:2.1934725711817427 y:12.702006453846538
YELLOW | x:-0.4187030225917816 y:18.474498346025392
YELLOW | x:2.652676627047348 y:11.100622219418131
YELLOW | x:3.000619441609404 y:9.14022300234236
YELLOW | x:1.565941022840627 y:14.494737381313884
YELLOW | x:3.285006867853292 y:7.26536305206482
YELLOW | x:3.59981211722641 y:5.390910818750305
YELLOW | x:0.6921489209011078 y:16.571999623948976

BLUE | x:-2.138376043090875 y:2.712276945798525
BLUE | x:-14.151589724414062 y:13.334825589830322
BLUE | x:-10.766391846530151 y:12.195690825158998
BLUE | x:-8.61247727572174 y:11.406341149980468
BLUE | x:-4.3498073612957935 y:7.946803228936924
BLUE | x:-2.959659048907471 y:5.244517257387084
BLUE | x:-5.322218355738161 y:9.304283188287881
BLUE | x:-6.875189466270319 y:10.613927259618682
BLUE | x:-2.451041631889852 y:3.8679201350357557
BLUE | x:-12.400332781665039 y:12.77983863609497
YELLOW | x:2.7198981985524178 y:3.3430064266668187
YELLOW | x:-9.169056746356201 y:16.74465600110555
YELLOW | x:-7.176336937141927 y:16.009975666378583
YELLOW | x:-3.9918880856625023 y:14.503218089118246
YELLOW | x:-1.5530652155404407 y:12.385968949968264
YELLOW | x:-0.2948358299757163 y:10.726150970897386
YELLOW | x:0.7808740643734614 y:8.819229061777037
YELLOW | x:1.6438798278644562 y:6.778672650033874
YELLOW | x:2.2426852521043568 y:4.956332413264091
YELLOW | x:-2.550949122832065 y:13.556559848693983
YELLOW | x:-5.5535768002197266 y:15.408600166017456

BLUE | x:-3.2820421614742825 y:3.792625118156629
BLUE | x:-14.173218136024982 y:12.209680377021076
BLUE | x:-11.875850451978556 y:11.405857981484441
BLUE | x:-7.399981461954625 y:8.337930361007295
BLUE | x:-8.694568487994385 y:9.500458791429443
BLUE | x:-10.192939680381556 y:10.610942574061452
BLUE | x:-5.6225441425964355 y:6.889015226940153
BLUE | x:-4.274258308601888 y:5.548985714291178
YELLOW | x:2.011164077792719 y:3.291675767542233
YELLOW | x:-7.388049496206157 y:14.590268527045492
YELLOW | x:-2.619775804075114 y:10.65091757235392
YELLOW | x:-9.564753028742981 y:15.732319190675659
YELLOW | x:-0.18057906626911163 y:8.175348149314168
YELLOW | x:0.8879664808586121 y:6.7531717167046095
YELLOW | x:-4.270393553368759 y:12.093416943723602
YELLOW | x:-11.540882950020347 y:16.326496865922852
YELLOW | x:-1.2949113729025046 y:9.519060294404273
YELLOW | x:1.3950411448950448 y:5.289986247395121

BLUE | x:-2.6898395031616213 y:3.3569558149324283
BLUE | x:-9.27128300368042 y:13.076611275051677
BLUE | x:-11.035907003276062 y:15.871629510894062
BLUE | x:-10.363715979449463 y:14.102777515425922
BLUE | x:-4.884475078319877 y:8.761393711967484
BLUE | x:-4.110279682933468 y:7.082445193570166
BLUE | x:-5.963967789205424 y:10.27171139178141
YELLOW | x:2.4198378513331096 y:3.465259638006134
YELLOW | x:-0.5053304776474953 y:10.872776379758758
YELLOW | x:1.7785184453005474 y:5.139693334276122
YELLOW | x:0.38159786729619843 y:9.009398686037532
YELLOW | x:-4.766182912381999 y:15.98276471552714
YELLOW | x:1.053182787703959 y:7.192472134604696
YELLOW | x:-1.8273762832010902 y:12.941170544003091
YELLOW | x:-3.2846029132530212 y:14.405463531190795
YELLOW | x:-5.423672808202617 y:17.435167068813886
YELLOW | x:-4.675862086805217 y:18.98112362746528

BLUE | x:-0.9876484999979656 y:2.4085474622659984
BLUE | x:-2.652005917157576 y:9.833584191972657
BLUE | x:-2.3135292497589584 y:8.34127212591596
BLUE | x:-1.0767408910650467 y:4.233212131832682
BLUE | x:-2.250335689398567 y:11.64517451318262
BLUE | x:-1.4419010460302353 y:6.649983718568725
BLUE | x:-0.6435106894725254 y:13.32568378136591
BLUE | x:0.6964897900894165 y:14.147796132738037
BLUE | x:4.667033818371582 y:18.57260329979126
BLUE | x:3.66146561206131 y:15.886055066759033
BLUE | x:2.168773320324707 y:14.985907867128295
BLUE | x:4.441781905300903 y:16.9918356682605
YELLOW | x:3.8267472694391884 y:4.058879505172016
YELLOW | x:3.264019474615365 y:9.825733640367433
YELLOW | x:6.914144134103176 y:11.632175076862532
YELLOW | x:7.8823989421203615 y:12.535598504716795
YELLOW | x:3.4425454706027985 y:6.145360722715301
YELLOW | x:5.827186184135564 y:11.167654469186706
YELLOW | x:9.680393841870117 y:15.531967766988256
YELLOW | x:9.064152005322265 y:13.952230813676756
YELLOW | x:4.7579806739166255 y:10.706495015794678
YELLOW | x:3.041292316233297 y:8.288130994750167

BLUE | x:-1.7144386235136244 y:4.08178432905804
BLUE | x:-3.612794348590088 y:19.381037500078126
BLUE | x:-1.8429818123504638 y:16.862023332292484
BLUE | x:-0.555412116639328 y:5.091351672584457
BLUE | x:-0.6100617762048449 y:15.287003046277379
BLUE | x:0.6866812245787727 y:6.197859202399495
BLUE | x:2.4246362080251056 y:10.125750633935487
BLUE | x:2.5070567592343282 y:8.545886885839202
BLUE | x:1.894494103399404 y:11.597443098400674
BLUE | x:1.0428299973482766 y:13.183162922237956
BLUE | x:1.9432770282104492 y:7.28868074672882
YELLOW | x:6.67987183233846 y:4.8709978192792756
YELLOW | x:6.646477527427165 y:14.015753290296901
YELLOW | x:4.974051621563721 y:16.214375808412477
YELLOW | x:7.455297722095405 y:12.019925244557834
YELLOW | x:7.855394901129804 y:8.19578900252389
YELLOW | x:7.507478894087874 y:6.474292740654733
YELLOW | x:7.897341546423721 y:10.248689189130706
YELLOW | x:3.3089155227020264 y:18.335335090333864

BLUE | x:-1.841853039897438 y:3.1639180284045128
BLUE | x:-10.419906120491536 y:8.863887876843059
BLUE | x:-13.29332718550415 y:9.894314601594848
BLUE | x:-8.48012604944492 y:8.265517165077467
BLUE | x:-5.936938088926189 y:7.465067721381429
BLUE | x:-4.341640167427571 y:6.665687178149464
BLUE | x:-2.0816735269551594 y:4.492097779288533
BLUE | x:-3.0614402621910095 y:5.766482308084411
YELLOW | x:3.356693711884308 y:3.799366148032248
YELLOW | x:-11.85644294122111 y:14.608398114218954
YELLOW | x:-9.732210394732666 y:13.859399583513182
YELLOW | x:-6.9920167654678345 y:12.973149572386982
YELLOW | x:-1.8362905554753801 y:11.278842784396597
YELLOW | x:-0.04526991808250083 y:10.099953778493381
YELLOW | x:1.33786720350419 y:8.909082013939463
YELLOW | x:3.180598669920519 y:5.631690019939981
YELLOW | x:2.475764221953837 y:7.227403794303182
YELLOW | x:-4.431765267245483 y:12.13564648089274

YELLOW | x:1.6185917022401968 y:3.167412875501291
YELLOW | x:-15.92699417769165 y:10.786641194993896
YELLOW | x:-11.016888869794718 y:9.327051475221557
YELLOW | x:-13.195621741803995 y:9.952037170106811
YELLOW | x:0.4015709069942316 y:4.841041698629303
YELLOW | x:-5.596413042953307 y:7.8550302957333455
YELLOW | x:-1.0391331907701282 y:6.020898548670586
YELLOW | x:-8.22577469844869 y:8.570058009268154

BLUE | x:-4.002363726489258 y:3.361572196657104
BLUE | x:-6.654566150470516 y:7.19098045741128
BLUE | x:-5.539022723495144 y:5.518182020625779
BLUE | x:-11.390364553854708 y:14.619765726633842
BLUE | x:-9.555982443682861 y:11.788271819129232
BLUE | x:-8.29602083861084 y:9.762751653367918
YELLOW | x:1.7788843261773268 y:3.6906856875366394
YELLOW | x:-4.134373108207364 y:12.581269921105413
YELLOW | x:-1.2893664837092988 y:8.270685411240727
YELLOW | x:0.23401148692517282 y:6.0307042147463985
YELLOW | x:-2.90373388097602 y:10.662649080396998

BLUE | x:-2.41847681965349 y:4.3077141257537495
BLUE | x:-2.8973378171449027 y:11.723670179222665
BLUE | x:-3.2607592028305055 y:17.466279046708987
BLUE | x:-2.7788810531223933 y:9.347832817410074
BLUE | x:-2.634626361720276 y:6.348965718919677
BLUE | x:-3.0785552829429625 y:15.070867231065673
BLUE | x:-3.348579189173889 y:19.698143365556643
YELLOW | x:2.566229708003489 y:4.61308534401123
YELLOW | x:1.708811111258952 y:19.652516598080243
YELLOW | x:1.984018591053772 y:15.231125468586526
YELLOW | x:2.3464070230796814 y:7.516132786447448
YELLOW | x:1.8334230750873566 y:17.696873262102052
YELLOW | x:2.0835816174819946 y:12.60641490079427
YELLOW | x:2.2131475203942506 y:9.757944941188446

BLUE | x:-2.335521071716091 y:3.598482740780072
BLUE | x:-2.3095253305228343 y:5.965983173490872
BLUE | x:-2.263871762149048 y:13.899108325019123
BLUE | x:-2.2728268500757003 y:9.283218894973045
BLUE | x:-2.1971361766184487 y:16.218256786043092
BLUE | x:-2.2680940686162856 y:11.656713304352548
BLUE | x:-2.4020649721150718 y:18.44456982073649
YELLOW | x:2.6249852335243586 y:3.5630251995186715
YELLOW | x:2.748857794323165 y:11.516914070885687
YELLOW | x:2.856067783641307 y:18.34957305051351
YELLOW | x:2.8111118286922454 y:13.501128246957704
YELLOW | x:2.7091015050882974 y:15.78372374631429
YELLOW | x:2.747729526964315 y:9.055738477766868
YELLOW | x:2.7315749198272705 y:6.482356622392578

BLUE | x:-2.088876061630758 y:3.6269492751108037
BLUE | x:-9.13168863951416 y:17.1003704493986
BLUE | x:-6.726419779650879 y:16.625920846635744
BLUE | x:-3.221718989801915 y:13.030220860813701
BLUE | x:-3.7648167209418406 y:14.207928699825846
BLUE | x:-2.0150799880350747 y:8.077566649628782
BLUE | x:-4.906538102023315 y:15.565297200853273
BLUE | x:-1.9252695172950745 y:5.892272832567138
BLUE | x:-2.1878397216325123 y:9.864353993112488
YELLOW | x:2.9349492619509383 y:2.7337928439921573
YELLOW | x:0.24722324635335602 y:18.85284478920166
YELLOW | x:2.089328852303314 y:14.929385307008669
YELLOW | x:1.589581454801051 y:16.517518832857057
YELLOW | x:3.2335772097769495 y:7.5961587545783456
YELLOW | x:2.906002974091884 y:11.65141908697039
YELLOW | x:2.9625956326797485 y:5.046242358858032
YELLOW | x:2.5485936433151246 y:13.531696441347044
YELLOW | x:3.127694259615041 y:9.246874417486053

BLUE | x:-2.4343637092171564 y:3.076892655334184
BLUE | x:-10.496876031925568 y:8.914336870243348
BLUE | x:-12.092887255541992 y:9.09587851621175
BLUE | x:-8.796808176231892 y:8.726638947501423
BLUE | x:-6.402726742617798 y:8.187157883817596
BLUE | x:-3.541161960687086 y:5.739388195582207
BLUE | x:-3.0211418884918215 y:4.516987288171691
BLUE | x:-4.620993706576538 y:7.085724904710693
YELLOW | x:3.05306349231881 y:2.857273874588784
YELLOW | x:-13.09662651716919 y:13.970785215074462
YELLOW | x:-14.14937138258667 y:14.071700933153075
YELLOW | x:-11.660862061373901 y:13.827204957181856
YELLOW | x:-8.273427817218018 y:13.466829612428588
YELLOW | x:-9.822963591267321 y:13.658788051211054
YELLOW | x:-5.247766316923014 y:13.166196102474773
YELLOW | x:-1.9899759123648324 y:11.863591506654663
YELLOW | x:0.6256082800779195 y:10.184135611855204
YELLOW | x:2.346587565548706 y:6.185168459588928
YELLOW | x:2.749377142397054 y:4.783672971104227
YELLOW | x:1.8801897436454773 y:7.777319982225341

YELLOW | x:2.182235826559353 y:3.4717517118400756
YELLOW | x:-14.68147711455078 y:12.273261716539306
YELLOW | x:-13.40117458998413 y:11.790073850328369
YELLOW | x:-10.20003113447876 y:10.569716141624465
YELLOW | x:-11.276283356539917 y:11.012556388551635
YELLOW | x:-12.310482117526245 y:11.366900041276855
YELLOW | x:-7.1385746846522 y:9.472967730536702
YELLOW | x:-8.887346916389975 y:10.089351330771688
YELLOW | x:-5.6677422851249695 y:8.915047928268358
YELLOW | x:-2.812157495919489 y:7.876402327658046
YELLOW | x:0.06443541499805583 y:5.802968231745537

BLUE | x:-2.640764255714925 y:3.7335490077482087
BLUE | x:-3.153896483771515 y:5.3032452211525465
BLUE | x:-5.061602955055745 y:11.279875352556152
BLUE | x:-4.349850792849005 y:9.069603648926886
BLUE | x:-3.6354713569010415 y:6.895647202506307
BLUE | x:-6.856521937243652 y:16.963025643999025
BLUE | x:-5.970509406916809 y:14.104875304872438
YELLOW | x:1.9925870435179815 y:5.015744879419249
YELLOW | x:-2.020419511191559 y:18.12738425987427
YELLOW | x:-2.558763656012726 y:19.70810134666626
YELLOW | x:-0.42441557065564267 y:12.845331345572713
YELLOW | x:-0.8279381215497971 y:14.156737926179808
YELLOW | x:-0.12172036226981935 y:11.728365531708867
YELLOW | x:-1.1746210651190863 y:15.534949217810873
YELLOW | x:-1.6405863791629791 y:16.955937698060914
YELLOW | x:0.5537557130132993 y:9.635480324335868
